sitecode,sitename,pass,species,number,sampleid,forkmm,totalmm,weight,kept,sex,stomach,stomachsource,stomachTP
AT,Taylor,2,brook stickleback,bulk2-19,,NA,NA,0.133333333,N,,,,
AT,Taylor,2,brook stickleback,bulk2-20,,NA,NA,0.133333333,N,,,,
AT,Taylor,2,brook stickleback,bulk2-21,,NA,NA,0.133333333,N,,,,
AT,Taylor,2,brook stickleback,bulk2-22,,NA,NA,0.133333333,N,,,,
AT,Taylor,2,brook stickleback,bulk2-23,,NA,NA,0.133333333,N,,,,
AT,Taylor,2,brook stickleback,bulk2-24,,NA,NA,0.133333333,N,,,,
AT,Taylor,2,brook stickleback,bulk2-25,,NA,NA,0.133333333,N,,,,
AT,Taylor,2,brook stickleback,bulk2-26,,NA,NA,0.133333333,N,,,,
AT,Taylor,2,brook stickleback,bulk2-27,,NA,NA,0.133333333,N,,,,
AT,Taylor,2,brook stickleback,bulk2-28,,NA,NA,0.133333333,N,,,,
AT,Taylor,2,brook stickleback,bulk2-29,,NA,NA,0.133333333,N,,,,
AT,Taylor,2,brook stickleback,bulk2-30,,NA,NA,0.133333333,N,,,,
AT,Taylor,2,white sucker,bulk3-1,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-2,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-3,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-4,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-5,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-6,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-7,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-8,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-9,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-10,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-11,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-12,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-13,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-14,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-15,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-16,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-17,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-18,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-19,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-20,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-21,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-22,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-23,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-24,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-25,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-26,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-27,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-28,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-29,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-30,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-31,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-32,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-33,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-34,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-35,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-36,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-37,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-38,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-39,,NA,NA,0.4,N,,,,
AT,Taylor,2,white sucker,bulk3-40,,NA,NA,0.4,N,,,,
AT,Taylor,3,creek chub,bulk2-1,,NA,NA,0.333333333,N,,,,
AT,Taylor,3,creek chub,bulk2-2,,NA,NA,0.333333333,N,,,,
AT,Taylor,3,creek chub,bulk2-3,,NA,NA,0.333333333,N,,,,
AT,Taylor,3,creek chub,bulk2-4,,NA,NA,0.333333333,N,,,,
AT,Taylor,3,creek chub,bulk2-5,,NA,NA,0.333333333,N,,,,
AT,Taylor,3,creek chub,bulk2-6,,NA,NA,0.333333333,N,,,,
AT,Taylor,3,creek chub,bulk2-7,,NA,NA,0.333333333,N,,,,
AT,Taylor,3,creek chub,bulk2-8,,NA,NA,0.333333333,N,,,,
AT,Taylor,3,creek chub,bulk2-9,,NA,NA,0.333333333,N,,,,
AT,Taylor,3,creek chub,bulk2-10,,NA,NA,0.333333333,N,,,,
AT,Taylor,3,creek chub,bulk2-11,,NA,NA,0.333333333,N,,,,
AT,Taylor,3,creek chub,bulk2-12,,NA,NA,0.333333333,N,,,,
AT,Taylor,3,creek chub,bulk3-1,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-2,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-3,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-4,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-5,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-6,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-7,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-8,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-9,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-10,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-11,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-12,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-13,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-14,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-15,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-16,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-17,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-18,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-19,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-20,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-21,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-22,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-23,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-24,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-25,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-26,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-27,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-28,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-29,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-30,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-31,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-32,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-33,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-34,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,creek chub,bulk3-35,,NA,NA,0.485714286,N,,,,
AT,Taylor,3,white sucker,bulk4-1,,NA,NA,0.454545455,N,,,,
AT,Taylor,3,white sucker,bulk4-2,,NA,NA,0.454545455,N,,,,
AT,Taylor,3,white sucker,bulk4-3,,NA,NA,0.454545455,N,,,,
AT,Taylor,3,white sucker,bulk4-4,,NA,NA,0.454545455,N,,,,
AT,Taylor,3,white sucker,bulk4-5,,NA,NA,0.454545455,N,,,,
AT,Taylor,3,white sucker,bulk4-6,,NA,NA,0.454545455,N,,,,
AT,Taylor,3,white sucker,bulk4-7,,NA,NA,0.454545455,N,,,,
AT,Taylor,3,white sucker,bulk4-8,,NA,NA,0.454545455,N,,,,
AT,Taylor,3,white sucker,bulk4-9,,NA,NA,0.454545455,N,,,,
AT,Taylor,3,white sucker,bulk4-10,,NA,NA,0.454545455,N,,,,
AT,Taylor,3,white sucker,bulk4-11,,NA,NA,0.454545455,N,,,,
AT,Taylor,3,white sucker,bulk4-12,,NA,NA,0.454545455,N,,,,
AT,Taylor,3,white sucker,bulk4-13,,NA,NA,0.454545455,N,,,,
AT,Taylor,3,white sucker,bulk4-14,,NA,NA,0.454545455,N,,,,
AT,Taylor,3,white sucker,bulk4-15,,NA,NA,0.454545455,N,,,,
AT,Taylor,3,white sucker,bulk4-16,,NA,NA,0.454545455,N,,,,
AT,Taylor,3,white sucker,bulk4-17,,NA,NA,0.454545455,N,,,,
AT,Taylor,3,white sucker,bulk4-18,,NA,NA,0.454545455,N,,,,
AT,Taylor,3,white sucker,bulk4-19,,NA,NA,0.454545455,N,,,,
AT,Taylor,3,white sucker,bulk4-20,,NA,NA,0.454545455,N,,,,
AT,Taylor,3,white sucker,bulk4-21,,NA,NA,0.454545455,N,,,,
AT,Taylor,3,white sucker,bulk4-22,,NA,NA,0.454545455,N,,,,
AT,Taylor,3,brook stickleback,bulk3-1,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-2,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-3,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-4,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-5,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-6,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-7,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-8,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-9,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-10,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-11,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-12,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-13,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-14,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-15,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-16,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-17,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-18,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-19,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-20,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-21,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-22,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-23,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-24,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-25,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-26,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-27,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-28,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-29,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-30,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-31,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-32,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-33,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-34,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-35,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-36,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-37,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-38,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-39,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-40,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-41,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-42,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-43,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-44,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-45,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-46,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-47,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-48,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-49,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-50,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-51,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-52,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-53,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-54,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-55,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-56,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-57,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-58,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-59,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-60,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-61,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-62,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-63,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-64,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-65,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-66,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-67,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-68,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-69,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-70,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-71,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-72,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-73,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-74,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-75,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-76,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-77,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-78,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-79,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-80,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-81,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-82,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-83,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-84,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-85,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-86,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-87,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-88,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-89,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-90,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-91,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-92,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-93,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-94,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-95,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-96,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-97,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-98,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-99,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-100,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-101,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-102,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-103,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-104,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-105,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-106,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-107,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-108,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-109,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-110,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-111,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-112,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-113,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-114,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-115,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-116,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-117,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-118,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-119,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-120,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-121,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-122,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-123,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-124,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-125,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-126,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-127,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-128,,NA,NA,0.178294574,N,,,,
AT,Taylor,3,brook stickleback,bulk3-129,,NA,NA,0.178294574,N,,,,
UH,Underhill,unknown,creek chub,1,UH-S18-212-1,48,50,1.5,N,,,,
UH,Underhill,unknown,creek chub,10,UH-S18-212-10,42,49,1.5,N,,,,
UH,Underhill,unknown,creek chub,11,UH-S18-212-11,100,107,12,Y,M,Plants/sticks,aquatic,1
UH,Underhill,unknown,creek chub,12,UH-S18-212-12,76,80,5,Y,M,algae/plants,aquatic,1
UH,Underhill,unknown,creek chub,13,UH-S18-212-13,82,89,7,Y,M,green plant,terrestrial,1
UH,Underhill,unknown,creek chub,14,UH-S18-212-14,110,118,16,Y,M,algae/plants,aquatic,1
UH,Underhill,unknown,creek chub,15,UH-S18-212-15,72,78,4,Y,F,Plants,aquatic,1
UH,Underhill,unknown,creek chub,16,UH-S18-212-16,90,97,8.5,Y,M,insects,unknown,2
UH,Underhill,unknown,creek chub,17,UH-S18-212-17,82,87,6,Y,M,insects,unknown,2
UH,Underhill,unknown,creek chub,18,UH-S18-212-18,97,102,10.5,Y,M,algae,aquatic,1
UH,Underhill,unknown,creek chub,19,UH-S18-212-19,92,99,7.5,Y,M,insects/detritus,unknown,1.5
UH,Underhill,unknown,creek chub,2,UH-S18-212-2,44,47,1,N,,,,
UH,Underhill,unknown,creek chub,20,UH-S18-212-20,52,55,1.5,N,,,,
UH,Underhill,unknown,creek chub,21,UH-S18-212-21,48,50,1.5,N,,,,
UH,Underhill,unknown,creek chub,22,UH-S18-212-22,44,48,1.5,N,,,,
UH,Underhill,unknown,creek chub,23,UH-S18-212-23,44,46,1,N,,,,
UH,Underhill,unknown,creek chub,24,UH-S18-212-24,86,91,7.5,Y,M,Algae,aquatic,1
UH,Underhill,unknown,creek chub,25,UH-S18-212-25,75,82,5.5,Y,F,Algae,aquatic,1
UH,Underhill,unknown,creek chub,26,UH-S18-212-26,75,80,5,Y,M,Algae,aquatic,1
UH,Underhill,unknown,creek chub,27,UH-S18-212-27,78,83,6,Y,M,Insects,unknown,2
UH,Underhill,unknown,creek chub,28,UH-S18-212-28,85,90,7.5,Y,M,Algae,aquatic,1
UH,Underhill,unknown,creek chub,29,UH-S18-212-29,80,86,6,Y,M,Insects,unknown,2
UH,Underhill,unknown,creek chub,3,UH-S18-212-3,49,51,1,N,,,,
UH,Underhill,unknown,creek chub,30,UH-S18-212-30,79,85,6.5,Y,M,,,
UH,Underhill,unknown,creek chub,31,UH-S18-212-31,55,59,2,Y,M,,,
UH,Underhill,unknown,creek chub,32,UH-S18-212-32,50,53,2,Y,I,UND,unknown,
UH,Underhill,unknown,creek chub,33,UH-S18-212-33,51,53,1.5,Y,I,"insects, algae, plant",unknown,1.5
UH,Underhill,unknown,creek chub,34,UH-S18-212-34,54,57,1.5,N,,,,
UH,Underhill,unknown,creek chub,35,UH-S18-212-35,62,67,3.5,N,,,,
UH,Underhill,unknown,creek chub,36,UH-S18-212-36,48,51,1,N,,,,
UH,Underhill,unknown,creek chub,4,UH-S18-212-4,49,52,1,N,,,,
UH,Underhill,unknown,creek chub,5,UH-S18-212-5,50,54,1.5,N,,,,
UH,Underhill,unknown,creek chub,6,UH-S18-212-6,51,55,1.5,N,,,,
UH,Underhill,unknown,creek chub,7,UH-S18-212-7,109,117,13,Y,F,Insects,unknown,2
UH,Underhill,unknown,creek chub,8,UH-S18-212-8,66,69,3.5,N,,,,
UH,Underhill,unknown,creek chub,9,UH-S18-212-9,53,56,1.5,N,,,,
UH,Underhill,unknown,blacknose dace,1,UH-S18-630-1,46,49,1,Y,,,,
UH,Underhill,unknown,blacknose dace,10,UH-S18-630-10,59,62,2,N,,,,
UH,Underhill,unknown,blacknose dace,11,UH-S18-630-11,61,65,2.5,Y,,,,
UH,Underhill,unknown,blacknose dace,12,UH-S18-630-12,61,65,2,N,,,,
UH,Underhill,unknown,blacknose dace,13,UH-S18-630-13,50,52,1,N,,,,
UH,Underhill,unknown,blacknose dace,14,UH-S18-630-14,50,52,1,N,,,,
UH,Underhill,unknown,blacknose dace,15,UH-S18-630-15,49,51,1.5,N,,,,
UH,Underhill,unknown,blacknose dace,16,UH-S18-630-16,41,50,1,N,,,,
UH,Underhill,unknown,blacknose dace,17,UH-S18-630-17,49,51,1.5,N,,,,
UH,Underhill,unknown,blacknose dace,18,UH-S18-630-18,60,65,2.5,Y,,,,
UH,Underhill,unknown,blacknose dace,19,UH-S18-630-19,49,51,1,N,,,,
UH,Underhill,unknown,blacknose dace,2,UH-S18-630-2,64,69,3,Y,,,,
UH,Underhill,unknown,blacknose dace,20,UH-S18-630-20,47,49,1,N,,,,
UH,Underhill,unknown,blacknose dace,21,UH-S18-630-21,46,49,1,N,,,,
UH,Underhill,unknown,blacknose dace,22,UH-S18-630-22,43,46,1,N,,,,
UH,Underhill,unknown,blacknose dace,23,UH-S18-630-23,47,49,1,N,,,,
UH,Underhill,unknown,blacknose dace,24,UH-S18-630-24,50,52,1,N,,,,
UH,Underhill,unknown,blacknose dace,25,UH-S18-630-25,47,49,1,N,,,,
UH,Underhill,unknown,blacknose dace,26,UH-S18-630-26,52,NA,1.5,N,,,,
UH,Underhill,unknown,blacknose dace,27,UH-S18-630-27,66,70,2.5,N,,,,
UH,Underhill,unknown,blacknose dace,28,UH-S18-630-28,66,71,3,N,,,,
UH,Underhill,unknown,blacknose dace,29,UH-S18-630-29,61,64,2,N,,,,
UH,Underhill,unknown,blacknose dace,3,UH-S18-630-3,64,68,3,Y,,,,
UH,Underhill,unknown,blacknose dace,30,UH-S18-630-30,42,44,0.5,N,,,,
UH,Underhill,unknown,blacknose dace,31,UH-S18-630-31,49,51,1,N,,,,
UH,Underhill,unknown,blacknose dace,32,UH-S18-630-32,61,65,2.5,N,,,,
UH,Underhill,unknown,blacknose dace,33,UH-S18-630-33,48,50,1,N,,,,
UH,Underhill,unknown,blacknose dace,34,UH-S18-630-34,41,43,1,N,,,,
UH,Underhill,unknown,blacknose dace,35,UH-S18-630-35,42,45,1,N,,,,
UH,Underhill,unknown,blacknose dace,36,UH-S18-630-36,66,70,3,N,,,,
UH,Underhill,unknown,blacknose dace,37,UH-S18-630-37,62,66,2.5,N,,,,
UH,Underhill,unknown,blacknose dace,38,UH-S18-630-38,54,57,1.5,N,,,,
UH,Underhill,unknown,blacknose dace,39,UH-S18-630-39,49,52,1,N,,,,
UH,Underhill,unknown,blacknose dace,4,UH-S18-630-4,62,67,3,Y,,,,
UH,Underhill,unknown,blacknose dace,40,UH-S18-630-40,66,71,3.5,N,,,,
UH,Underhill,unknown,blacknose dace,41,UH-S18-630-41,48,50,1,N,,,,
UH,Underhill,unknown,blacknose dace,42,UH-S18-630-42,45,48,1,N,,,,
UH,Underhill,unknown,blacknose dace,43,UH-S18-630-43,51,53,1.5,N,,,,
UH,Underhill,unknown,blacknose dace,44,UH-S18-630-44,49,51,1,N,,,,
UH,Underhill,unknown,blacknose dace,45,UH-S18-630-45,41,42,0.5,N,,,,
